Date,OUTPUT
2022-07-20 10:04:22,"<li style=""padding-bottom:.5em"">Montco releases plans for pandemic funds, with focus on housing (<a href=""https://whyy.org/articles/montgomery-county-pa-affordable-housing-pandemic-recovery-funds/"">WHYY</a>)"
2022-07-20 10:09:38,"<li style=""padding-bottom:.5em"">Report describes COVID’s impact on Philly housing (<a href=""https://whyy.org/articles/philly-housing-homelessness-pandemic-impacts-report/"">WHYY</a>)"
,-
2022-07-21 09:42:28,"<li style=""padding-bottom:.5em"">Bayonne residents, you’ve been warned: Clean up eyesore properties (<a href=""https://www.nj.com/hudson/2022/07/bayonne-residents-youve-been-warn-clean-up-eyesore-properties.html"">NJ.com</a>)"
2022-07-21 09:43:42,"<li style=""padding-bottom:.5em"">Court rejects Englewood Cliffs bid to block affordable housing project at Unilever site (<a href=""https://www.northjersey.com/story/news/crime/2022/07/21/englewood-cliffs-nj-affordable-housing-block-rejected-court-unilever-site/65378052007/"">NorthJersey.com</a>)"
,-
2022-07-25 10:56:13,"<li style=""padding-bottom:.5em"">Food Bank Feeling Stretched as Prices Rise (<a href=""https://www.tapinto.net/towns/camden/sections/giving-back/articles/food-bank-feeling-stretched-as-prices-rise"">TAPinto Camden</a>)"
2022-07-25 11:13:21,"<li style=""padding-bottom:.5em"">Don't Drink Your Tap Water! 7 NJ Towns Get Boil Advisory Over E. coli Concerns (<a href=""https://www.nbcnewyork.com/news/boil-order-issued-for-some-of-bergen-county-after-e-coli-found-in-parts-of-water-system/3786314/"">NBC New York</a>)"
2022-07-25 11:16:09,"<li style=""padding-bottom:.5em"">Two new 69-story Urby towers planned for Downtown Jersey City (<a href=""https://www.nj.com/hudson/2022/07/two-new-69-story-urby-towers-planned-for-downtown-jersey-city.html"">NJ.com</a>)"
2022-07-25 11:15:48,"<li style=""padding-bottom:.5em"">First new public housing in at least a decade may come to Bayonne (<a href=""https://www.nj.com/hudson/2022/07/first-new-public-housing-in-at-least-a-decade-may-come-to-bayonne.html"">NJ.com</a>)"
2022-07-25 11:14:47,"<li style=""padding-bottom:.5em"">Proposal for 2 more Urby towers (1,606 units) going to Jersey City planning board (<a href=""https://www.roi-nj.com/2022/07/25/real_estate/proposal-for-2-more-urby-towers-1606-units-going-to-jersey-city-planning-board/"">ROI-NJ</a>)"
2022-07-25 11:17:27,"<li style=""padding-bottom:.5em"">Claremont Development completes $130M sale of 240-unit multifamily property in Bergen County (<a href=""https://www.roi-nj.com/2022/07/22/real_estate/claremont-development-completes-130m-sale-of-240-unit-multifamily-property-in-bergen-county/"">ROI-NJ</a>)"
2022-07-25 11:19:07,"<li style=""padding-bottom:.5em"">Tulfra/Hampshire luxury rental community in North Haledon now 100% leased (<a href=""https://www.roi-nj.com/2022/07/25/real_estate/tulfra-hampshire-luxury-rental-community-in-north-haledon-now-100-leased/"">ROI-NJ</a>)"
,-
2022-07-26 10:09:00,"<li style=""padding-bottom:.5em"">CHOP, Habitat for Humanity to repair West Philly homes to improve health outcomes (<a href=""https://whyy.org/articles/chop-habitat-for-humanity-repair-west-philly-homes-health-outcomes/"">WHYY</a>)"
2022-07-26 10:16:06,"<li style=""padding-bottom:.5em"">Tens of thousands apply for NJ rental assistance lottery (<a href=""https://www.njspotlightnews.org/video/tens-of-thousands-apply-for-nj-rental-assistance-lottery/"">NJ Spotlight News</a>)"
,-
2022-07-27 12:29:16,"<li style=""padding-bottom:.5em"">NJ home foreclosure overhaul at risk of conditional veto, bill sponsor says (<a href=""https://www.northjersey.com/story/news/state/2022/07/27/new-jersey-foreclosures-affordable-housing-phil-murphy/65382815007/"">NorthJersey.com</a>)"
2022-07-27 12:30:49,"<li style=""padding-bottom:.5em"">4,000 tenants to receive state rental assistance out of 86,000 applicants (<a href=""https://newjerseymonitor.com/briefs/4000-tenants-to-receive-state-rental-assistance-out-of-86000-applicants/"">NJ Monitor</a>)"
2022-07-27 12:33:29,"<li style=""padding-bottom:.5em"">Project to turn razed N.J. baseball stadium into 4,200 apartments clears final hurdle (<a href=""https://www.nj.com/essex/2022/07/project-to-turn-razed-nj-baseball-stadium-into-4200-apartments-clears-final-hurdle.html"">NJ.com</a>)"
,-
2022-07-28 08:23:01,"<li style=""padding-bottom:.5em"">Main Street Voorhees apartment project decision again delayed over worries about adequate parking. (<a href=""https://www.70and73.com/news/main-street-voorhees-apartment-project-decision-again-delayed-over-worries-about-adequate-parking/article_58b926a0-0e07-11ed-b08a-377b8172ecfb.html"">70and73.com</a>)"
2022-07-28 07:57:12,"<li style=""padding-bottom:.5em"">Application For 109-Unit Residential, Commercial Building In East Ward Will Come Before Newark Zoning Board (<a href=""https://www.tapinto.net/towns/newark/sections/east-ward/articles/application-for-109-unit-residential-commercial-building-in-east-ward-will-come-before-newark-zoning-board"">TAPinto Newark</a>)"
2022-07-28 10:16:26,"<li style=""padding-bottom:.5em"">""Sweat Equity"" leads Novas Family to homeownership in Plainfield (<a href=""https://www.tapinto.net/towns/plainfield/articles/sweat-equity-leads-novas-family-to-homeownership-in-plainfield"">TAPinto Plainfield</a>)"
,-
2022-08-03 10:03:39,"<li style=""padding-bottom:.5em"">Here’s how much home prices have changed this year in each N.J. county (<a href=""https://www.nj.com/news/2022/08/heres-how-much-home-prices-have-changed-this-year-in-each-nj-county.html"">NJ.com</a>)"
2022-08-03 10:08:58,"<li style=""padding-bottom:.5em"">Few remain at state's most troubled nursing home (<a href=""https://www.njspotlightnews.org/2022/08/nj-nursing-home-closing-residents-relocated-woodland-behavioral-and-nursing-center-loss-of-license/"">NJ Spotlight News</a>)"
,-
2022-08-04 11:00:34,"<li style=""padding-bottom:.5em"">Despite nearly $200K income and a home, Jersey City councilwoman lives in income-restricted apartment complex (<a href=""https://www.nj.com/hudson/2022/08/despite-nearly-200k-income-and-a-home-jersey-city-councilwoman-lives-in-income-restricted-apartment-complex.html"">NJ.com</a>)"
2022-08-04 11:06:37,"<li style=""padding-bottom:.5em"">Families in need skip meals to pay other expenses. Food pantries also in dire straits (<a href=""https://www.northjersey.com/story/news/new-jersey/2022/08/03/nj-food-insecurity-families-skip-meals-to-pay-expenses-says-study/65389791007/"">NorthJersey.com</a>)"
,-
2022-08-07 16:18:17,"<li style=""padding-bottom:.5em"">Troubled Northgate One Apartments in Camden May Get New Owner, $33 Million Rehab (<a href=""https://www.tapinto.net/towns/camden/articles/troubled-northgate-one-apartments-may-get-new-owner-33-million-rehab"">TAPinto Camden</a>)"
2022-08-07 16:16:48,"<li style=""padding-bottom:.5em"">Mount Laurel apartments okayed, but board member urges multi-family slowdown for town. (<a href=""https://www.70and73.com/news/mount-laurel-apartments-okayed-but-board-member-urges-multi-family-slowdown-for-town/article_c0fad004-167e-11ed-ba54-c346e9f5a3d6.html"">70and73.com</a>)"
2022-08-08 15:06:27,"<li style=""padding-bottom:.5em"">Our view: Illegal municipal benefit payouts will increase New Jersey’s highest in the nation property taxes (<a href=""https://pressofatlanticcity.com/news/our-view-illegal-municipal-benefit-payouts-will-increase-new-jersey-s-highest-in-the-nation/article_99e838d0-14e4-11ed-be9e-87191bf587a2.html"">Press of Atlantic City</a>)"
2022-08-08 15:07:47,"<li style=""padding-bottom:.5em"">Hackensack Meridian CEO now 'committed' to keep child care centers open (<a href=""https://www.northjersey.com/story/news/health/2022/08/05/hackensack-meridian-child-care-centers-to-stay-open-parents-cautious/65392392007/"">NorthJersey.com</a>)"
,-
2022-08-08 22:22:38,"<li style=""padding-bottom:.5em"">Massive New Brunswick redevelopment plan calls for 660 residential units (<a href=""https://www.tapinto.net/towns/new-brunswick/sections/development/articles/massive-redevelopment-plan-for-jersey-avenue-in-new-brunswick-includes-660-residential-units"">TAPinto New Brunswick</a>)"
2022-08-09 11:24:20,"<li style=""padding-bottom:.5em"">Linden's new luxury rental community, with its amenity-rich living, is 85% leased (<a href=""https://www.roi-nj.com/2022/08/09/real_estate/lindens-new-luxury-rental-community-with-its-amenity-rich-living-is-85-leased/"">ROI-NJ</a>)"
2022-08-09 11:23:22,"<li style=""padding-bottom:.5em"">The Hampshire Cos. REIT affiliate acquires 400,674 sq. ft. grocery-anchored shopping center in Pottstown (<a href=""https://www.roi-nj.com/2022/08/09/real_estate/the-hampshire-cos-reit-affiliate-acquires-400674-sq-ft-grocery-anchored-shopping-center-in-pottstown/"">ROI-NJ</a>)"
,-
2022-08-10 08:53:32,"<li style=""padding-bottom:.5em"">Norwescap’s Phillipsburg Food Bank receives CDS grant to expand capacity and address food insecurity throughout Northwest New Jersey (<a href=""https://www.tapinto.net/towns/phillipsburg/articles/norwescap-s-phillipsburg-food-bank-receives-cds-grant-to-expand-capacity-and-address-food-insecurity-throughout-northwest-new-jersey"">TAPinto Phillipsburg</a>)"
2022-08-10 11:27:56,"<li style=""padding-bottom:.5em"">Landlord jacked Hoboken, NJ man's rent by $3K in eviction battle (<a href=""https://nj1015.com/hoboken-nj-landlord-tried-raising-rent-by-3000-a-month-in-eviction-battle/""></a>)"
2022-08-10 11:30:48,"<li style=""padding-bottom:.5em"">Bergman Real Estate Group announces major sustainability initiatives across all properties (<a href=""https://www.roi-nj.com/2022/08/10/real_estate/bergman-real-estate-group-announces-major-sustainability-initiatives-across-all-properties/"">ROI-NJ</a>)"
2022-08-10 11:34:39,"<li style=""padding-bottom:.5em"">Food banks, pantries under pressure as inflation fuels demand (<a href=""https://www.njspotlightnews.org/video/food-banks-pantries-under-pressure-as-inflation-fuels-demand/"">NJ Spotlight News</a>)"
,-
2022-08-11 10:39:25,"<li style=""padding-bottom:.5em"">Philly tenants are fighting on the front lines of the low-income housing crisis (<a href=""https://www.thenation.com/article/activism/affordable-housing-philadelphia/"">The Nation</a>)"
2022-08-11 08:44:38,"<li style=""padding-bottom:.5em"">UPDATE: Boil Water Advisory Still Active As Newark Nears Total Restoration Of Service (<a href=""https://www.tapinto.net/towns/newark/sections/west-ward/articles/update-boil-water-advisory-still-active-as-newark-nears-total-restoration-of-service"">TAPinto Newark</a>)"
2022-08-11 10:57:51,"<li style=""padding-bottom:.5em"">Russo Development’s Vermella Broad Street enters Newark’s residential market (<a href=""https://www.roi-nj.com/2022/08/11/real_estate/russo-developments-vermella-broad-street-enters-newarks-residential-market/"">ROI-NJ</a>)"
,-
2022-08-12 00:04:07,"<li style=""padding-bottom:.5em"">Water Main Bursts In Newark's West Ward As Officials Work To Restore Full Water Service (<a href=""https://www.tapinto.net/towns/newark/sections/central-ward/articles/update-water-main-bursts-in-newark-s-west-ward-as-officials-work-to-restore-full-water-service"">TAPinto Newark</a>)"
2022-08-16 11:12:58,"<li style=""padding-bottom:.5em"">JLL helps secure $9.8M in financing for Jersey City multi-housing development (<a href=""https://www.roi-nj.com/2022/08/15/real_estate/9-8m-in-financing-secured-for-jersey-city-multi-housing-development/"">ROI-NJ</a>)"
2022-08-16 11:13:45,"<li style=""padding-bottom:.5em"">Long-troubled nursing home that once housed hundreds of residents is now totally empty (<a href=""https://www.nj.com/news/2022/08/long-troubled-nursing-home-that-once-housed-hundreds-of-residents-is-now-totally-empty.html"">NJ.com</a>)"
2022-08-16 11:17:04,"<li style=""padding-bottom:.5em"">JLL: More than one-third of leases signed thru mid-2022 involved life sciences companies (<a href=""https://www.roi-nj.com/2022/08/16/real_estate/jll-more-than-one-third-of-leases-signed-thru-mid-2022-involved-life-sciences-companies/"">ROI-NJ</a>)"
2022-08-16 11:19:15,"<li style=""padding-bottom:.5em"">More tenant protections for senior citizens, people with disabilities under new bill (<a href=""https://newjerseymonitor.com/2022/08/15/more-tenant-protections-for-senior-citizens-people-with-disabilities-under-new-bill/"">NJ Monitor</a>)"
,-
2022-08-16 14:39:14,"<li style=""padding-bottom:.5em"">Keeping It Local: The Local Foods Incentive Pilot is taking off in Bridgeton Public Schools, with farm-to-school meals providing better nutrition, benefiting area farmers, and boosting the local economy. (<a href=""https://snjtoday.com/keeping-it-local/"">SNJ Today</a>)"
2022-08-18 11:31:04,"<li style=""padding-bottom:.5em"">N.J. food pantries see shortages hit pandemic peak. Here’s how to help. (<a href=""https://www.nj.com/data/2022/08/nj-food-pantries-see-shortages-hit-pandemic-peak-heres-how-to-help.html"">NJ.com</a>)"
,-
2022-08-23 12:05:11,"<li style=""padding-bottom:.5em"">Residential eating disorder program opening in Cherry Hill will treat adolescents of all genders (<a href=""https://www.roi-nj.com/2022/08/23/healthcare/residential-eating-disorder-program-opening-in-cherry-hill-will-treat-adolescents-of-all-genders/"">ROI-NJ</a>)"
2022-08-23 12:09:12,"<li style=""padding-bottom:.5em"">Warehouse sprawl collides with 55+ community in N.J. town (<a href=""https://www.nj.com/somerset/2022/08/warehouse-sprawl-collides-with-55-community-in-nj-town.html"">NJ.com</a>)"
2022-08-23 12:15:53,"<li style=""padding-bottom:.5em"">Bill would require structural inspections of multi-family dwellings to prevent collapses (<a href=""https://newjerseymonitor.com/2022/08/22/bill-would-require-structural-inspections-of-multi-family-dwellings-to-prevent-collapses/"">NJ Monitor</a>)"
2022-08-23 12:16:57,"<li style=""padding-bottom:.5em"">Camden board of commissioners launches $1.2M caregiver relief program (<a href=""https://www.roi-nj.com/2022/08/23/healthcare/camden-board-of-commissioners-launches-1-2m-caregiver-relief-program/"">ROI-NJ</a>)"
,-
2022-08-25 13:44:56,"<li style=""padding-bottom:.5em"">Imani Village opens in Wilmington’s transforming Riverside (<a href=""https://whyy.org/articles/delaware-wilmington-revitalized-riverside-housing-project-imani-village/"">WHYY</a>)"
2022-08-25 13:47:05,"<li style=""padding-bottom:.5em"">Workers strike for better pay, benefits at luxury Fort Lee high-rise complex (<a href=""https://www.njspotlightnews.org/video/workers-strike-for-better-pay-benefits-at-luxury-fort-lee-high-rise-complex/"">NJ Spotlight News</a>)"
2022-08-25 13:46:49,"<li style=""padding-bottom:.5em"">Corporate buyers are flooding NJ’s housing market, squeezing out others (<a href=""https://www.njspotlightnews.org/video/report-find-corporate-buyers-flooding-njs-housing-market-squeezing-out-others/"">NJ Spotlight News</a>)"
2022-08-25 09:03:21,"<li style=""padding-bottom:.5em"">Ribbon-cutting celebrates home built by Roxbury students (<a href=""https://www.tapinto.net/towns/roxbury/articles/ribbon-cutting-celebrates-home-built-by-roxbury-students"">TAPinto Roxbury</a>)"
,-
2022-08-30 09:33:29,"<li style=""padding-bottom:.5em"">NJ got $270M to help homeowners prevent foreclosure, but it's paid out less than 1%. Why? (<a href=""https://www.northjersey.com/story/news/state/2022/08/30/prevent-foreclosure-nj-mortgage-assistance-fund/65412048007/"">NorthJersey.com</a>)"
2022-08-30 09:33:20,"<li style=""padding-bottom:.5em"">What now for Woodland Behavioral nursing home? (<a href=""https://www.njspotlightnews.org/2022/08/troubled-woodland-behavioral-and-nursing-center-formerly-andover-subacute-ii-closed-mystery-future/"">NJ Spotlight News</a>)"
2022-08-30 09:35:10,"<li style=""padding-bottom:.5em"">Kushners look behind Loew’s theater for next Journal Square skyscrapers (<a href=""https://www.nj.com/hudson/2022/08/kushners-look-behind-loews-theater-for-next-journal-square-skyscrapers.html"">NJ.com</a>)"
2022-08-30 09:34:59,"<li style=""padding-bottom:.5em"">HGTV says this 1865 farmhouse for sale in South Jersey needs to be saved (<a href=""https://www.nj.com/news/2022/08/hgtv-says-this-1865-farmhouse-for-sale-in-south-jersey-needs-to-be-saved.html"">NJ.com</a>)"
2022-08-26 09:14:09,"<li style=""padding-bottom:.5em"">Demographics 'staggering' for proposed senior facility in Voorhees; board postpones decision. (<a href=""https://www.70and73.com/news/demographics-staggering-for-proposed-senior-facility-in-voorhees-board-postpones-decision/article_1d3b3080-24d4-11ed-9d7a-775113e5bd1a.html"">70and73.com</a>)"
